model,group,player_id,playername,teamname,estimate,posterior_sd,hdi_prob,hdi_lower,hdi_upper,p_gt_zero,p_lt_zero,r_hat,ess_bulk,ess_tail,tempo_ratio,tempo_ratio_hdi_lower,tempo_ratio_hdi_upper,tempo_pct_difference,tempo_pct_difference_lower,tempo_pct_difference_upper,expected_tempo_pct_change,rank
mu,player,2074,Raphinha,Brazil,0.010517572132542858,0.03752951057472699,0.95,-0.061640750625263516,0.08389850154168084,0.6085,0.3915,1.0004468719977684,8114.478826417555,2816.6535744575076,1.0105730762130445,0.9402205997884536,1.087518506755034,1.0573076213044486,-5.977940021154637,8.751850675503391,1.0573076213044486,222
mu,player,1812,Luuk de Jong,Netherlands,0.010177674766274568,0.05632047836327801,0.95,-0.09849194937565449,0.12110573366840499,0.57525,0.42475,1.0022103029625649,8951.52432016937,2922.8272810621056,1.0102296434552693,0.9062029880847421,1.1287442523285967,1.0229643455269333,-9.379701191525792,12.874425232859664,1.0229643455269333,223
mu,player,13829,Weverton,Brazil,0.010170830192128517,0.05645108839534657,0.95,-0.09946964355455457,0.12171746536592072,0.57675,0.42325,1.0052194361352005,10321.056320744954,3180.6914765170404,1.0102227288872339,0.9053174316706062,1.1294349522060998,1.0222728887233856,-9.468256832939382,12.943495220609979,1.0222728887233856,224
mu,player,8058,Paulo Dybala,Argentina,0.009990752272108333,0.05260853930094002,0.95,-0.09466516539926055,0.11234416259682904,0.57875,0.42125,1.0010936204179994,7362.844790127707,2733.039792646291,1.0100408264582559,0.9096774749741714,1.1188978771860973,1.004082645825588,-9.03225250258286,11.889787718609735,1.004082645825588,225
mu,player,4892,Josko Gvardiol,Croatia,0.009788144063962733,0.024400188785368933,0.95,-0.03752089267723679,0.058619594540525205,0.649,0.351,1.0041151893312992,6107.815026144241,2852.3574849869283,1.0098362046259846,0.9631742942209537,1.0603717927890726,0.9836204625984557,-3.6825705779046314,6.0371792789072565,0.9836204625984557,226
mu,player,14019,Yassine Meriah,Tunisia,0.00954453197949004,0.0369931150402606,0.95,-0.062330855833186406,0.08056793280282219,0.6005,0.3995,1.0013214283830985,7512.955967526395,2836.2865902267245,1.009590226286064,0.9395719724922229,1.0839024766745016,0.9590226286064096,-6.042802750777709,8.390247667450158,0.9590226286064096,227
mu,player,8416,Michel Aebischer,Switzerland,0.009456488103382184,0.05391005406909518,0.95,-0.094447000253551,0.11692069957306346,0.5625,0.4375,0.9998904111438558,9316.514398527872,3245.9021466860977,1.009501341962179,0.9098759565431408,1.1240302900742862,0.9501341962179,-9.01240434568592,12.403029007428623,0.9501341962179,228
mu,player,9837,Jackson Porozo,Ecuador,0.009453729168480031,0.04585237955025357,0.95,-0.07833816196937604,0.10167885207798799,0.5785,0.4215,1.0023708292859277,9143.478042761912,2856.7180220939745,1.009498556817535,0.9246516916319635,1.107027894926549,0.9498556817534975,-7.534830836803652,10.702789492654908,0.9498556817534975,229
mu,player,12766,Bartosz Bereszynski,Poland,0.009322402010730037,0.04121080749885395,0.95,-0.06938077185769442,0.09093668934839327,0.591,0.409,1.004588823873087,9140.306111258737,3036.0523429694595,1.0093659909462553,0.9329713631960205,1.0951996652590612,0.9365990946255343,-6.702863680397952,9.51996652590612,0.9365990946255343,230
mu,player,7955,Rubin Colwill,Wales,0.009273304008832991,0.05592682115929004,0.95,-0.09960682937934856,0.11563783668031473,0.567,0.433,0.9995582275911958,8837.19786123387,3038.310633077722,1.009316434309493,0.9051932434706672,1.1225892378586642,0.9316434309492916,-9.480675652933279,12.258923785866415,0.9316434309492916,231
mu,player,13917,Chang-hoon Kwon,South Korea,0.00912994113462106,0.05279554629213278,0.95,-0.0970199265091401,0.11379920403656137,0.56175,0.43825,0.99975728637617,9598.107150824339,2997.4749763346263,1.0091717461761822,0.9075379218903998,1.120527104973762,0.9171746176182216,-9.246207810960016,12.052710497376196,0.9171746176182216,232
mu,player,13878,Jerome Mbekeli,Cameroon,0.009121543968194305,0.05352927591175157,0.95,-0.09497081792788184,0.11897036995040454,0.56725,0.43275,1.0018134050013814,7860.81601974147,3079.372045276723,1.0091632720286559,0.9093994722419991,1.1263365443862488,0.9163272028655856,-9.060052775800088,12.633654438624875,0.9163272028655856,233
mu,player,3895,Ismail Jakobs,Senegal,0.009009790518698452,0.04311408845579448,0.95,-0.07385839553925252,0.09553926816485453,0.5765,0.4235,1.0032572350284317,9297.170257777167,3177.8704342871574,1.0090505008533033,0.9288032072069249,1.1002520260635993,0.9050500853303278,-7.119679279307512,10.02520260635993,0.9050500853303278,234
mu,player,3734,Félix Torres,Ecuador,0.008826761821600115,0.033600842258151166,0.95,-0.057282294997698345,0.07593926614916752,0.60425,0.39575,1.0004480347258577,9507.846313164808,2719.0527308940123,1.0088658325551403,0.9443274528199149,1.078897046595142,0.8865832555140285,-5.567254718008508,7.889704659514196,0.8865832555140285,235
mu,player,4908,Dani Olmo,Spain,0.00882640178633069,0.03418837118748174,0.95,-0.05659157177318063,0.07490272397356088,0.5975,0.4025,0.9996203910987612,7196.370955062806,2976.901145455304,1.0088654693279238,0.9449799470436424,1.0777793036971133,0.8865469327923758,-5.502005295635759,7.777930369711328,0.8865469327923758,236
mu,player,12537,Nicola Zalewski,Poland,0.008794844449532178,0.052520785588022784,0.95,-0.0943022405836431,0.11106781809700828,0.56275,0.43725,0.9996945282390116,9318.87379519947,3132.7850727610753,1.0088336327228657,0.9100076794201172,1.1174706890203199,0.8833632722865747,-8.999232057988282,11.747068902031987,0.8833632722865747,237
mu,player,13819,Mitchell Duke,Australia,0.008722697507077683,0.048350503127901616,0.95,-0.08661482596023404,0.10579773486018446,0.5745,0.4255,1.0046503174055437,9473.237004421988,2995.7879182659094,1.0087608510863373,0.9170302438606369,1.111597016440672,0.8760851086337285,-8.296975613936308,11.15970164406721,0.8760851086337285,238
mu,player,4712,Marcus Thuram,France,0.008530546856602804,0.047357862094028924,0.95,-0.08207651146356686,0.10132414753875162,0.572,0.428,1.0051843019677398,8221.760551714939,2867.0392764225385,1.0085670356541045,0.9212014735269418,1.106635296739453,0.8567035654104549,-7.879852647305818,10.663529673945305,0.8567035654104549,239
mu,player,11994,Dries Mertens,Belgium,0.008528531085856293,0.04893657016581961,0.95,-0.08704654444212002,0.10363386582933619,0.565,0.435,1.003395900826744,9578.31809817875,2716.7738817501945,1.0085650026162272,0.9166344304020543,1.1091942666374957,0.8565002616227169,-8.336556959794573,10.919426663749565,0.8565002616227169,240
mu,player,13942,Meshaal Barsham,Qatar,0.008479965101086544,0.05160514145445189,0.95,-0.08963517680291892,0.10999931972874306,0.5665,0.4335,1.000237513308398,9844.5946866181,2799.8657849843294,1.00851602185308,0.9142646693958244,1.1162773110872435,0.851602185307998,-8.57353306041756,11.627731108724348,0.851602185307998,241
mu,player,13862,Munir,Morocco,0.008478419471096685,0.054186602112884535,0.95,-0.09942688784256522,0.11589622678905454,0.5665,0.4335,1.0006741076370989,8451.64030744869,2849.4374865628292,1.008514463061676,0.9053561399894686,1.1228793412922193,0.8514463061676025,-9.464386001053137,12.287934129221934,0.8514463061676025,242
mu,player,9981,Ritsu Doan,Japan,0.008459520839112035,0.047844796746821974,0.95,-0.0879414953158175,0.10327216576468545,0.573,0.427,1.0016658118726651,9789.296941088232,2971.9706976992466,1.008495403698086,0.9158144545914678,1.1087931435470395,0.849540369808599,-8.418554540853219,10.87931435470395,0.849540369808599,243
mu,player,12776,Filip Djuricic,Serbia,0.008244710075712577,0.055151096670031936,0.95,-0.10032062327806744,0.11978045219817512,0.5615,0.4385,1.0001531142272597,8209.006696838695,2974.2660984746008,1.0082787912967033,0.9045473526002211,1.1272493392954301,0.8278791296703281,-9.545264739977888,12.724933929543013,0.8278791296703281,244
mu,player,13178,Nico Williams,Spain,0.008057890667412977,0.042342638082168635,0.95,-0.07344207862936954,0.08995568252692411,0.576,0.424,1.0010664991378384,10514.981963939703,3250.745641336687,1.0080904428436332,0.9291899641891885,1.0941257937403361,0.809044284363325,-7.081003581081147,9.412579374033614,0.809044284363325,245
mu,player,163,Bukayo Saka,England,0.008018157782399865,0.03715937396420235,0.95,-0.0614326913817377,0.08168154538462333,0.5845,0.4155,1.001510580912676,8191.502095925732,3044.7394063779416,1.0080503892977117,0.9404162417270441,1.08511019645113,0.8050389297711735,-5.958375827295592,8.511019645113006,0.8050389297711735,246
mu,player,3452,Kevin Álvarez,Mexico,0.007989010093008553,0.05179258692498745,0.95,-0.09381214081230026,0.10677761744404739,0.561,0.439,1.000620698353294,8808.290435451874,3217.127413778216,1.0080210073862832,0.9104537832844928,1.1126867848326933,0.8021007386283197,-8.954621671550722,11.268678483269333,0.8021007386283197,247
mu,player,3414,Alexis Vega,Mexico,0.007928247875684228,0.04634870371593152,0.95,-0.07868704531071535,0.09909855640972386,0.56425,0.43575,1.0019752114040625,9544.713151411388,3038.725661604905,1.0079597596555576,0.9243291523277786,1.1041751177317396,0.7959759655557619,-7.567084767222143,10.41751177317396,0.7959759655557619,248
mu,player,13872,Collins Fai,Cameroon,0.007843791960491718,0.04312306073278819,0.95,-0.07584845354159947,0.09241967433931256,0.5735,0.4265,1.0017586461207229,9027.727414686078,3206.6714775568753,1.0078746350862662,0.9269566729163952,1.0968250348261546,0.787463508626618,-7.304332708360484,9.682503482615456,0.787463508626618,249
mu,player,7605,Olivier Ntcham,Cameroon,0.007800217267768862,0.05222740067143593,0.95,-0.09525040244613868,0.10957980656205543,0.55825,0.44175,1.003909773264841,10794.628531075216,3103.599797636349,1.0078307182155781,0.9091452537680801,1.1158091162713792,0.7830718215578125,-9.085474623191992,11.580911627137924,0.7830718215578125,250
mu,player,1895,William Saliba,France,0.007453981990336498,0.04604864753641946,0.95,-0.08257766173487778,0.0976360647809399,0.5615,0.4385,1.0004871302594542,7402.719239405892,3062.3519535749315,1.007481832069083,0.9207399288198391,1.1025614511399067,0.7481832069083039,-7.926007118016088,10.256145113990666,0.7481832069083039,251
mu,player,21,Phil Foden,England,0.00716793178326982,0.03986660660450928,0.95,-0.07152139703911294,0.08744798234883733,0.57575,0.42425,1.002170253740307,8534.401373010887,2570.079920446653,1.0071936828969337,0.9309763572442151,1.091385491656582,0.7193682896933673,-6.9023642755784875,9.138549165658194,0.7193682896933673,252
mu,player,4053,Kasper Dolberg,Denmark,0.007045890017583214,0.052369540274982015,0.95,-0.09500478572187297,0.10957143617908356,0.561,0.439,1.003573003644113,9122.894835086938,3074.8331885735306,1.0070707707018478,0.909368582472702,1.115799776560841,0.7070770701847806,-9.063141752729798,11.579977656084095,0.7070770701847806,253
mu,player,2077,Edinson Cavani,Uruguay,0.00697180975286042,0.04981336972061736,0.95,-0.08703388114926718,0.10591981650941189,0.5515,0.4485,1.0030782432288816,9633.552935986865,2599.1565193985966,1.006996169395836,0.916646038085781,1.1117327303216342,0.6996169395836027,-8.335396191421896,11.173273032163422,0.6996169395836027,254
mu,player,13780,Keysher Fuller,Costa Rica,0.006870598863607892,0.04739893916118002,0.95,-0.08843412131474067,0.10056341429884048,0.5615,0.4385,1.002243905849704,7039.0635674001405,2664.590366988755,1.0068942555755387,0.9153634116877986,1.1057937626168381,0.6894255575538688,-8.463658831220144,10.579376261683816,0.6894255575538688,255
mu,player,2087,Takehiro Tomiyasu,Japan,0.006722398013647767,0.04175406174402104,0.95,-0.07431346607169449,0.08947003940767997,0.56025,0.43975,1.0019161669023722,8869.74595156945,2957.671185864653,1.0067450440479533,0.9283806323948524,1.0935945680805026,0.6745044047953286,-7.161936760514765,9.35945680805026,0.6745044047953286,256
mu,player,13831,Everton Ribeiro,Brazil,0.006654595188472064,0.049525747528920736,0.95,-0.08812069691677474,0.10449267294369455,0.54925,0.45075,1.000493646901614,9391.256663062868,2820.8152427048167,1.0066767862037986,0.9156503538790196,1.1101472597249378,0.6676786203798635,-8.434964612098039,11.014725972493778,0.6676786203798635,257
mu,player,8099,Rasmus Kristensen,Denmark,0.006584509593600904,0.03746345431710515,0.95,-0.06706767692955873,0.08152226782877436,0.5675,0.4325,1.0030953023965659,9725.702467484296,2706.5481587133627,1.0066062351347302,0.9351319123386387,1.0849373765147463,0.6606235134730243,-6.486808766136132,8.493737651474632,0.6606235134730243,258
mu,player,13560,Anass Zaroury,Morocco,0.006562652883520295,0.05351822292028151,0.95,-0.10089555640453039,0.11209185564524281,0.5515,0.4485,1.0001294209808438,8120.433428019883,2838.1712474236892,1.0065842342745177,0.9040274478323148,1.1186156070844202,0.6584234274517708,-9.597255216768518,11.86156070844202,0.6584234274517708,259
mu,player,2134,Moises Caicedo,Ecuador,0.00632317212816686,0.03639087963426543,0.95,-0.06334641407861769,0.07762757066144822,0.572,0.428,1.0003225435132181,7589.582209871403,2825.187960015076,1.006343205583785,0.9386182667821988,1.080720091841923,0.6343205583785094,-6.1381733217801155,8.072009184192307,0.6343205583785094,260
mu,player,8133,Matias Vecino,Uruguay,0.0062231806306810725,0.041401239099220895,0.95,-0.07398603035349047,0.08662425840141555,0.563,0.437,1.0009258039517113,8081.794386902598,2701.244125395079,1.0062425848503669,0.9286846671471896,1.0904868614536565,0.6242584850366883,-7.131533285281044,9.048686145365647,0.6242584850366883,261
mu,player,435,Mathew Ryan,Australia,0.0061551846328395075,0.04483911492361324,0.95,-0.08237486991256258,0.09325144614378747,0.55525,0.44475,1.0014894499886537,8591.54426917053,3130.3260735058984,1.0061741667078457,0.920926666281658,1.0977377224858762,0.6174166707845652,-7.907333371834202,9.773772248587619,0.6174166707845652,262
mu,player,8741,Gael Ondoua,Cameroon,0.006100693841509812,0.05125360315389874,0.95,-0.09722342749874872,0.10667217645312096,0.5475,0.4525,1.0018325808831288,7655.3159493266985,2924.4911997203653,1.0061193409750486,0.9073532558156895,1.1125694682206084,0.6119340975048626,-9.264674418431051,11.256946822060844,0.6119340975048626,263
mu,player,13216,Stefan Mitrović,Serbia,0.006029608151543892,0.05166751325279918,0.95,-0.09499548657996776,0.10713411921267524,0.54325,0.45675,0.9997719326598333,9184.091057461836,2850.499805200318,1.0060478228294958,0.909377038859513,1.1130835303554534,0.6047822829495786,-9.062296114048696,11.308353035545338,0.6047822829495786,264
mu,player,802,Jesús Ferreira,United States,0.005856967008905873,0.05232993368629479,0.95,-0.0976233468436133,0.1095177751564746,0.54675,0.45325,1.0013213892295134,9916.955648823288,3183.0499582538523,1.0058741525755608,0.9069904602453817,1.1157399032102508,0.5874152575560787,-9.300953975461834,11.573990321025086,0.5874152575560787,265
mu,player,1880,Andres Guardado,Mexico,0.005769485634738038,0.051344175524442814,0.95,-0.09608486934089007,0.10503045979294126,0.54775,0.45225,1.0010423623183753,10199.049250855593,3163.1572085187413,1.0057861611713141,0.9083869185980921,1.1107444428861777,0.5786161171314141,-9.161308140190794,11.07444428861777,0.5786161171314141,266
mu,player,4615,Josip Stanisic,Croatia,0.005689853658201944,0.04991744066191663,0.95,-0.09308515335470204,0.10323600032499505,0.5445,0.4555,1.00244874776256,7491.181909587858,2858.5393485647037,1.0057060716202144,0.9111159124162886,1.1087530442805857,0.5706071620214415,-8.888408758371135,10.875304428058573,0.5706071620214415,267
mu,player,3849,Thilo Kehrer,Germany,0.005232128524705859,0.05329211627100829,0.95,-0.10203012012717667,0.11330328060519401,0.5365,0.4635,1.0015271944930382,9759.569745979417,3055.6906573488213,1.0052458400121467,0.9030023527135563,1.1199715470953941,0.5245840012146674,-9.699764728644366,11.997154709539416,0.5245840012146674,268
mu,player,13956,Assim Madibo,Qatar,0.005195146330032495,0.041583321998432184,0.95,-0.07776462266224174,0.08967714036251366,0.5475,0.4525,1.0023856134452525,8355.757482743438,3032.706152684954,1.0052086645022171,0.9251821678324573,1.0938210760139482,0.5208664502217131,-7.481783216754268,9.382107601394818,0.5208664502217131,269
mu,player,5006,Renato Steffen,Switzerland,0.004964984327735713,0.0523809386903889,0.95,-0.09693201697617942,0.10799471464163071,0.53675,0.46325,1.0028919083124421,9778.566520719642,2895.3331148375705,1.0049773302864635,0.9076177066321256,1.1140418572604531,0.49773302864635216,-9.238229336787441,11.404185726045313,0.49773302864635216,270
mu,player,13916,Chul Hong,South Korea,0.0048512234994924595,0.0519619225282802,0.95,-0.09633099145027135,0.10610104107327922,0.539,0.461,1.0003761655136794,9002.494031332368,2893.521998641961,1.004863009735728,0.9081633720045604,1.1119342218578803,0.4863009735728063,-9.183662799543956,11.193422185788027,0.4863009735728063,271
mu,player,12154,Famara Diedhiou,Senegal,0.004825889332896721,0.05303890866814471,0.95,-0.09695423987776851,0.10727631526566916,0.53875,0.46125,1.0017705254394702,8745.539463750803,2871.105566883674,1.0048375526913014,0.9075975369572657,1.113241817693773,0.4837552691301372,-9.240246304273425,11.324181769377306,0.4837552691301372,272
mu,player,14007,Nasser Al-Dawsari,Saudi Arabia,0.004735876538820594,0.052314006807770964,0.95,-0.09838295558765692,0.10742622405347863,0.52675,0.47325,1.000451919984783,8120.084605098578,2702.997931875093,1.004747108526218,0.906301763963989,1.1134087149345715,0.4747108526218069,-9.369823603601102,11.34087149345715,0.4747108526218069,273
mu,player,1991,Aleksandar Mitrovic,Serbia,0.004627669282707196,0.04577127265676231,0.95,-0.08517703209775007,0.09464222903030342,0.5385,0.4615,1.0037823884148407,10761.701060343494,3224.5257920735403,1.004638393480501,0.9183496926373458,1.09926549948098,0.4638393480500991,-8.165030736265422,9.926549948098007,0.4638393480500991,274
mu,player,1697,Rodrygo,Brazil,0.0046092968594603,0.04111769049172244,0.95,-0.07541904457533687,0.08567541853476712,0.54875,0.45125,1.002126306331287,7088.930980830767,3084.8999918269337,1.0046199360082806,0.9273548018970418,1.0894526547713093,0.46199360082805896,-7.2645198102958215,8.945265477130926,0.46199360082805896,275
mu,player,13873,Pierre Kunde,Cameroon,0.004517531100881882,0.04755549359168286,0.95,-0.08916880999700336,0.09796060337646455,0.54325,0.45675,1.0008251377964783,7409.637338614986,2879.234385819777,1.0045277505275698,0.9146911515302775,1.1029193329548288,0.4527750527569818,-8.530884846972253,10.291933295482881,0.4527750527569818,276
mu,player,11090,Erick Gutierrez,Mexico,0.0044926792582920105,0.04957230273327451,0.95,-0.09534919969704836,0.10405964631592438,0.5385,0.4615,1.001376959961527,7946.71712841107,2512.1933480309426,1.0045027864722393,0.9090554371532206,1.1096666404687088,0.45027864722393396,-9.094456284677943,10.966664046870878,0.45027864722393396,277
mu,player,13911,Young-gwon Kim,South Korea,0.00439547007709721,0.032862037155543186,0.95,-0.06061471343291211,0.06731109929482708,0.55225,0.44775,0.9998718526306769,7581.3048389688665,2984.224894075167,1.0044051443247919,0.9411857961718691,1.0696281869938782,0.44051443247918876,-5.881420382813085,6.962818699387818,0.44051443247918876,278
mu,player,252,Raúl Jiménez,Mexico,0.004357241178808612,0.05144009955716285,0.95,-0.09527852062373551,0.10487385388790788,0.533,0.467,1.0002759259791734,8503.772315415306,2842.8406769196226,1.004366747756623,0.9091196906197695,1.1105705073674588,0.4366747756622935,-9.088030938023051,11.057050736745877,0.4366747756622935,279
mu,player,2106,Edson Alvarez,Mexico,0.004107353164499236,0.04124905614073888,0.95,-0.07741641228355113,0.08511795764920582,0.5375,0.4625,1.0013065707770885,9006.22949191594,2900.820714066717,1.0041157999001242,0.9255043819613723,1.0888454967787429,0.41157999001242285,-7.449561803862769,8.884549677874286,0.41157999001242285,280
mu,player,13975,Milad Mohammadi,Iran,0.0038339995742022654,0.047011781164805706,0.95,-0.09065656814107503,0.09874546379314783,0.52425,0.47575,1.0005713475785805,8084.500514314278,2931.9228249395796,1.003841358752593,0.9133313241182544,1.103785310473344,0.38413587525929493,-8.666867588174565,10.378531047334395,0.38413587525929493,281
mu,player,22,Kevin De Bruyne,Belgium,0.0038272517159428014,0.0384017511358916,0.95,-0.07192026627105808,0.07887362948482247,0.54075,0.45925,1.0003876550131763,7600.131594530556,2898.3186354780864,1.0038345849962433,0.930605093467413,1.082067571993378,0.383458499624334,-6.939490653258695,8.206757199337812,0.383458499624334,282
mu,player,8059,Dušan Vlahović,Serbia,0.0037834372655862186,0.05279521275280013,0.95,-0.09856011050290865,0.11214712887914544,0.52425,0.47575,1.0001915925512004,9130.758748169957,2938.4529237095203,1.0037906034991724,0.9061412223725873,1.1186774382953073,0.37906034991723736,-9.385877762741268,11.867743829530731,0.37906034991723736,283
mu,player,4703,Denis Zakaria,Switzerland,0.0036303214618085763,0.04980490121888787,0.95,-0.09266866932896854,0.10017414259967716,0.53075,0.46925,1.0002763784214024,8687.670409400393,2857.210674851281,1.0036369190601517,0.911495456670975,1.105363392170892,0.3636919060151733,-8.850454332902501,10.536339217089207,0.3636919060151733,284
mu,player,1950,Ferran Torres,Spain,0.0035512744691813458,0.04187375330173074,0.95,-0.08028043311941477,0.08528494254869827,0.537,0.463,1.0006209428834878,9492.330438849107,2669.0637829247394,1.0035575877155036,0.9228575102848399,1.0890273327160906,0.35575877155036295,-7.714248971516014,8.902733271609065,0.35575877155036295,285
mu,player,3455,Luis Chávez,Mexico,0.0034182717242898686,0.038527379622190494,0.95,-0.07193651113959781,0.07786486938795074,0.538,0.462,1.000483839988007,8910.317591590823,2801.8252711415494,1.0034241206776189,0.9305899760327979,1.0809765757738745,0.34241206776188804,-6.941002396720208,8.097657577387452,0.34241206776188804,286
mu,player,1829,Carlos Soler,Spain,0.003416749747081046,0.041015875574552725,0.95,-0.07591449080359312,0.08551035027168526,0.53,0.47,1.0019522397930616,8616.770009091917,2809.7729416744796,1.0034225934901386,0.9268954612568765,1.0892728355555075,0.34225934901386257,-7.31045387431235,8.927283555550748,0.34225934901386257,287
mu,player,4669,Thomas Meunier,Belgium,0.003398295424701482,0.03920791043902452,0.95,-0.07419499503715436,0.07864045261632743,0.53775,0.46225,1.0011291052313203,7057.492109793088,3118.4821322592793,1.003404076176978,0.9284906251241667,1.081815288279947,0.34040761769780215,-7.150937487583331,8.1815288279947,0.34040761769780215,288
mu,player,14008,Riad Sharahili,Saudi Arabia,0.003382237133512115,0.05081900239673147,0.95,-0.09600580821978918,0.10357030615772829,0.5245,0.4755,1.0014452605984718,7111.99233266533,2866.1956590418927,1.0033879633515148,0.9084587395253539,1.1091237688545905,0.3387963351514811,-9.154126047464606,10.912376885459052,0.3387963351514811,289
mu,player,13949,Tarek Salman,Qatar,0.003316176343374272,0.053786320424651854,0.95,-0.10328869544633398,0.10904878253876431,0.52925,0.47075,1.003074399985913,8392.938186203886,3009.6991877233304,1.0033216809391994,0.9018665711225535,1.1152167521189496,0.33216809391993785,-9.813342887744646,11.521675211894955,0.33216809391993785,290
mu,player,201,Danny Ward,Wales,0.003249697696432796,0.05182354955441816,0.95,-0.09858601352633949,0.10492430268973763,0.524,0.476,1.0033543627890822,9213.749407647167,2953.8853167214897,1.0032549836883995,0.9061177508792652,1.110626535732173,0.3254983688399493,-9.388224912073484,11.062653573217297,0.3254983688399493,291
mu,player,1665,Ante Budimir,Croatia,0.0030251871258397916,0.055523328660838776,0.95,-0.10457076839230328,0.1116918268217563,0.52725,0.47275,0.9997494591530114,9441.183416446685,2727.3372460929218,1.003029767622201,0.9007110532782048,1.1181682180893973,0.3029767622201085,-9.928894672179522,11.816821808939725,0.3029767622201085,292
mu,player,1267,Lucas Cavallini,Canada,0.0029404708895585593,0.05690671199353241,0.95,-0.10649360489900965,0.1137565187067192,0.51625,0.48375,1.0034699776509974,9244.43790663141,3082.7825642966714,1.002944798314601,0.8989807972158351,1.1204792759254956,0.2944798314600927,-10.101920278416488,12.047927592549556,0.2944798314600927,293
mu,player,462,Wayne Hennessey,Wales,0.0028909264341573054,0.04915416583725322,0.95,-0.09545542357209415,0.10164690980745057,0.52875,0.47125,1.0010189633853688,7606.590059251566,2900.1443895154944,1.0028951091916913,0.9089588788905419,1.106992534506786,0.28951091916913363,-9.104112110945806,10.699253450678592,0.28951091916913363,294
mu,player,13991,Mohammed Al-Burayk,Saudi Arabia,0.002871665548423266,0.04666181252358239,0.95,-0.0882773565748159,0.09354650740771812,0.52075,0.47925,1.0024237832085405,8008.010409581137,3066.066491758209,1.0028757927296168,0.9155069196431682,1.0980616701555914,0.28757927296167995,-8.449308035683178,9.806167015559142,0.28757927296167995,295
mu,player,4498,Amadou Onana,Belgium,0.0027737599018039924,0.0409454557599907,0.95,-0.07661348603647597,0.08342139239209041,0.5285,0.4715,0.9998067697350017,8292.096895387254,3245.8137444998824,1.0027776103330346,0.9262477921332627,1.0869997654830559,0.2777610333034586,-7.375220786673731,8.699976548305589,0.2777610333034586,296
mu,player,30,Gabriel Jesus,Brazil,0.0026679385229575877,0.052290196659286955,0.95,-0.09971529030041747,0.10459923775006265,0.52125,0.47875,1.0013297879318679,8364.412089651636,3018.549072482477,1.002671500638069,0.9050950707017857,1.1102655686563827,0.2671500638069091,-9.490492929821425,11.02655686563827,0.2671500638069091,297
mu,player,13993,Sultan Al-Ghannam,Saudi Arabia,0.0018398643883870865,0.04964473692293077,0.95,-0.09635975406541493,0.10015877987935622,0.515,0.485,1.0015256484489647,7354.7524717087545,2794.854897695436,1.0018415579773696,0.9081372512266567,1.1053464109126847,0.18415579773696233,-9.186274877334332,10.53464109126847,0.18415579773696233,298
mu,player,6018,Connor Roberts,Wales,0.0018227694543459505,0.042704278083646685,0.95,-0.08204714790934903,0.08744171153614924,0.511,0.489,1.0004794628130411,8487.957642472087,2798.1798908293254,1.001824431708403,0.9212285236734975,1.0913786478040517,0.18244317084030737,-7.877147632650249,9.13786478040517,0.18244317084030737,299
