model,group,player_id,playername,teamname,estimate,posterior_sd,hdi_prob,hdi_lower,hdi_upper,p_gt_zero,p_lt_zero,r_hat,ess_bulk,ess_tail,tempo_ratio,tempo_ratio_hdi_lower,tempo_ratio_hdi_upper,tempo_pct_difference,tempo_pct_difference_lower,tempo_pct_difference_upper,expected_tempo_pct_change,rank
mu,player,1876,William Carvalho,Portugal,0.08944279700305,0.03255523413592272,0.95,0.026172101407556263,0.15333270096079185,0.996,0.004,1.0018901070280348,8255.053067532408,2984.7375701162578,1.0935647763405791,1.026517598395721,1.1657127481848897,9.356477634057914,2.65175983957211,16.571274818488966,9.356477634057914,11
mu,player,13983,Mehdi Torabi,Iran,0.08630734704584364,0.051092672271824194,0.95,-0.01044470855748557,0.18777602814165903,0.956,0.044,1.0009916492525308,7185.530697650095,2983.6842168780954,1.090141328538704,0.9896096480002018,1.2065632488716367,9.014132853870404,-1.0390351999798209,20.65632488716367,9.014132853870404,12
mu,player,13797,Shogo Taniguchi,Japan,0.08063308560253911,0.04088529564647148,0.95,0.0017600971731746655,0.15995910354140983,0.97675,0.02325,1.0000185146855944,8075.940730668939,3060.1156503373463,1.083973098256049,1.001761647053384,1.1734628795344166,8.397309825604893,0.17616470533841078,17.346287953441664,8.397309825604893,13
mu,player,1672,Thibaut Courtois,Belgium,0.07996477449145221,0.04145100767628734,0.95,-0.0007410402975412286,0.16093065797099437,0.97325,0.02675,0.999922455851331,8235.214239752911,2962.496898733692,1.0832489090091797,0.9992592342050101,1.1746035165987552,8.32489090091797,-0.07407657949899393,17.460351659875517,8.32489090091797,14
mu,player,1534,Antoine Griezmann,France,0.07909146587597132,0.0264148445623441,0.95,0.027652044435941443,0.1305801490984373,0.99875,0.00125,1.0006560936040902,7179.564360524109,3007.341551354966,1.0823033113636151,1.0280379106692703,1.139489265270979,8.230331136361514,2.8037910669270305,13.948926527097893,8.230331136361514,15
mu,player,8026,Daley Blind,Netherlands,0.07883904612929371,0.0340628744097475,0.95,0.014290867828020163,0.14391534622538568,0.99025,0.00975,1.0011701256753451,6636.942015972256,2694.3091608330815,1.0820301511129033,1.0143934704572424,1.1547863473638689,8.203015111290334,1.4393470457242374,15.478634736386887,8.203015111290334,16
mu,player,668,Przemyslaw Frankowski,Poland,0.0760743042648279,0.04584213880908385,0.95,-0.01268916099294633,0.16720075640546395,0.94725,0.05275,1.001437383698077,7119.124810293901,2886.42652186857,1.0790427486567502,0.98739100696411,1.1819915338626006,7.904274865675021,-1.2608993035890026,18.199153386260058,7.904274865675021,17
mu,player,1368,Jose Gimenez,Uruguay,0.07489967097595203,0.03522796481757148,0.95,0.008244011758764512,0.1434755780349532,0.98725,0.01275,1.0014835539840632,8239.33215815671,3079.8172356385303,1.0777760132444991,1.0082780871987809,1.154278620710751,7.777601324449912,0.827808719878087,15.427862071075094,7.777601324449912,18
mu,player,1676,Eder Militao,Brazil,0.07456362905184664,0.030707820243034922,0.95,0.012145727279109491,0.13624756737662955,0.99125,0.00875,1.0018532778778093,7882.909257142119,3232.7799211476267,1.0774138961659214,1.0122197861539246,1.1459655621678044,7.7413896165921425,1.2219786153924606,14.596556216780442,7.7413896165921425,19
mu,player,4691,Yann Sommer,Switzerland,0.0739791393099033,0.041812681525757685,0.95,-0.008589134717477706,0.15640988151008292,0.96,0.04,1.0004335816431071,6729.385376870607,2816.5044764020663,1.0767843427974508,0.9914476465184586,1.1693053815355,7.678434279745083,-0.8552353481541375,16.93053815354999,7.678434279745083,20
mu,player,13788,Yeltsin Tejeda,Costa Rica,0.07370416258457818,0.03932126661638823,0.95,-0.003188518533402804,0.15216477060243827,0.97025,0.02975,1.0007054081401465,6838.1273459287795,2771.383072410218,1.0764882928702724,0.9968165593933612,1.1643520716195697,7.648829287027237,-0.31834406066387766,16.435207161956967,7.648829287027237,21
mu,player,4758,Ellyes Skhiri,Tunisia,0.07365957367760953,0.03427431937600514,0.95,0.005114176406510892,0.14307616249724084,0.98225,0.01775,1.0003318213505747,7312.707938887844,2990.019503372489,1.076440294504034,1.0051272761285788,1.1538176759551666,7.644029450403389,0.5127276128578773,15.38176759551666,7.644029450403389,22
mu,player,13953,Karim Boudiaf,Qatar,0.07322323400219512,0.0350227023926008,0.95,0.005640930165223748,0.1417934504088361,0.98375,0.01625,1.0025635433559745,7371.9979380555205,2997.510082995364,1.0759707033534027,1.0056568701698447,1.1523386088858072,7.597070335340272,0.565687016984473,15.233860888580718,7.597070335340272,23
mu,player,214,Nampalys Mendy,Senegal,0.07293376113349456,0.035503754669227,0.95,0.004619446101821707,0.14350693111643953,0.9825,0.0175,1.0033663504018158,7649.352639089026,3107.341930297951,1.0756592841031518,1.004630132191234,1.154314811469747,7.565928410315181,0.4630132191234093,15.4314811469747,7.565928410315181,24
