model,group,player_id,playername,teamname,estimate,posterior_sd,hdi_prob,hdi_lower,hdi_upper,p_gt_zero,p_lt_zero,r_hat,ess_bulk,ess_tail,group_sd_variable,group_sd_estimate,group_sd_posterior_sd,group_sd_hdi_lower,group_sd_hdi_upper,group_sd_r_hat,group_sd_ess_bulk,group_sd_ess_tail,shape_ratio,shape_ratio_hdi_lower,shape_ratio_hdi_upper,conditional_cv_ratio,conditional_cv_ratio_hdi_lower,conditional_cv_ratio_hdi_upper,conditional_cv_pct_difference,conditional_cv_pct_difference_lower,conditional_cv_pct_difference_upper,conditional_cv_pct_change,conditional_variance_ratio,conditional_variance_ratio_hdi_lower,conditional_variance_ratio_hdi_upper,conditional_variance_pct_difference,conditional_variance_pct_difference_lower,conditional_variance_pct_difference_upper,shape_rank,variability_rank
alpha,player,13998,Salem Al-Dawsari,Saudi Arabia,0.07710859704215176,0.11109382289416787,0.95,-0.1447144369086423,0.2859004374403439,0.7615,0.2385,1.0028823961034277,8887.096192724443,3050.94470785881,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.080159372136366,0.8652693468238875,1.3309599348774512,0.9621794583997801,0.866797218096337,1.0750392993586237,-3.782054160021986,-13.320278190366297,7.503929935862375,-3.782054160021986,0.9257893101664944,0.751337417299549,1.1557094951654805,-7.421068983350565,-24.866258270045105,15.57094951654805,194,480
alpha,player,13869,Walid Cheddira,Morocco,0.07424868521383672,0.20394994972638894,0.95,-0.3391199658330074,0.48188958426776524,0.64275,0.35725,0.999991069059269,8321.567185428721,3050.5018183929737,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0770746247268665,0.7123969806654314,1.619130997896921,0.9635563167955892,0.7858850122252533,1.1847834116662246,-3.6443683204410826,-21.41149877747467,18.478341166622457,-3.6443683204410826,0.9284407756366818,0.6176152524402866,1.4037117325594588,-7.155922436331819,-38.23847475597134,40.37117325594588,195,479
alpha,player,200,Kasper Schmeichel,Denmark,0.07416247900374343,0.1409078180927774,0.95,-0.20264215406136576,0.34423651016832074,0.705,0.295,1.0008765873008434,8034.953327545298,2672.028457300307,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.076981778207512,0.8165703955490652,1.4109122911531131,0.9635978499598281,0.8418796107375134,1.106631898812062,-3.640215004017189,-15.812038926248661,10.663189881206204,-3.640215004017189,0.9285208164472034,0.7087612789755472,1.2246341594683896,-7.147918355279659,-29.12387210244528,22.46341594683896,196,478
alpha,player,13849,Artur Jedrzejczyk,Poland,0.07409412375583184,0.2243307399316486,0.95,-0.36492689058114086,0.4997540561226035,0.6405,0.3595,1.0002747814332056,7308.104789324615,2849.3818594147183,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0769081633670754,0.6942474050469798,1.6483158276582266,0.9636307840075892,0.778896559602351,1.2001702782759176,-3.636921599241083,-22.110344039764897,20.01702782759176,-3.636921599241083,0.928584287887081,0.6066798505603788,1.4404086968568934,-7.141571211291897,-39.33201494396212,44.040869685689344,197,477
alpha,player,8627,Atiba Hutchinson,Canada,0.07371539948736086,0.11832354196940474,0.95,-0.16322271689349527,0.29969182856255,0.73725,0.26275,1.0009496383639953,8106.215027880827,2767.7656861698383,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0765003893325293,0.8494019911738585,1.349442883738133,0.9638132764674994,0.8608406094503827,1.085034038561859,-3.618672353250063,-13.915939054961735,8.503403856185908,-3.618672353250063,0.9289360318950165,0.7410465548789064,1.1772988648378582,-7.1063968104983495,-25.895344512109364,17.72988648378582,198,476
alpha,player,963,Tajon Buchanan,Canada,0.07351516926015686,0.1174289284454446,0.95,-0.15860196561169654,0.3011878481408411,0.736,0.264,1.0009767757752046,9231.078780946245,3225.649725752624,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.076284862993152,0.8533359484327576,1.3514631875422143,0.9639097735734928,0.8601969330157693,1.0825300959873871,-3.6090226426507166,-13.980306698423073,8.253009598738714,-3.6090226426507166,0.9291220515905022,0.7399387635697359,1.1718714087184614,-7.08779484094978,-26.006123643026413,17.18714087184614,199,475
alpha,player,6655,Nicolas N'Koulou,Cameroon,0.0733441497678807,0.13294029455137946,0.95,-0.1958731581398946,0.3251261369986057,0.71675,0.28325,1.0019671983800482,8310.42457762249,2335.1872168641316,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0761008130408516,0.822116506851961,1.3842052344632159,0.9639922007776456,0.8499624826766959,1.1028928364009922,-3.600779922235442,-15.003751732330405,10.289283640099223,-3.600779922235442,0.9292809631601284,0.7224362219579327,1.2163726085846256,-7.071903683987157,-27.756377804206732,21.63726085846256,200,474
alpha,player,4616,Joshua Kimmich,Germany,0.07188138582233204,0.08475204965884635,0.95,-0.10024433439210753,0.23199073627351194,0.8055,0.1945,1.0010175690532217,7183.6823741967455,2837.7825807974255,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0745278822634388,0.9046163621423461,1.2611080462142052,0.9646975051872145,0.8904793478664813,1.0513995350634981,-3.5302494812785468,-10.952065213351869,5.139953506349815,-3.5302494812785468,0.9306412765144357,0.7929534689767138,1.10544098233174,-6.935872348556426,-20.704653102328617,10.544098233173994,201,473
alpha,player,8551,Stephen Eustaquio,Canada,0.07109352678736869,0.12407869710604037,0.95,-0.17689363891624568,0.3064976452695909,0.718,0.282,1.001622522175708,7215.492387133211,2846.1354059306386,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0736816391669857,0.8378688964277585,1.3586582681995432,0.965077602870882,0.8579162262753788,1.0924761525918152,-3.4922397129118044,-14.208377372462122,9.247615259181519,-3.4922397129118044,0.9313747795630077,0.736020251306587,1.193504143981815,-6.862522043699226,-26.3979748693413,19.350414398181503,202,472
alpha,player,12776,Filip Djuricic,Serbia,0.06985795783096835,0.2088772322378464,0.95,-0.3269046541613693,0.4741716718344593,0.6185,0.3815,1.0031583662420187,8005.109388759519,3009.6750333002756,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0723558506847852,0.7211524986385375,1.6066827855345522,0.9656739970367553,0.7889235671332002,1.177569215687058,-3.432600296324473,-21.107643286679977,17.756921568705806,-3.432600296324473,0.9325262685529433,0.6224003947781731,1.3866692577338333,-6.747373144705671,-37.75996052218269,38.66692577338333,203,471
alpha,player,1698,Gareth Bale,Wales,0.06898747594184279,0.15136366090735132,0.95,-0.22638462022273118,0.35515374975950786,0.67925,0.32075,1.0012268703250886,9615.054591226362,2640.784238689239,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0714227905029792,0.7974113421484735,1.4263999460716887,0.9660943893787088,0.8372966297838518,1.1198472701954012,-3.390561062129116,-16.27033702161482,11.98472701954012,-3.390561062129116,0.9333383691890204,0.7010656462473965,1.2540579085640917,-6.666163081097965,-29.893435375260346,25.405790856409173,204,470
alpha,player,5139,Romelu Lukaku,Belgium,0.06886935283344366,0.21517024811528657,0.95,-0.34358388199824913,0.4928212276738744,0.62625,0.37375,1.000817634103061,10240.024261802182,2946.568751392706,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.071296238187079,0.709223987523956,1.6369278578290332,0.9661514500998799,0.781601222748992,1.1874307518552072,-3.3848549900120095,-21.8398777251008,18.74307518552072,-3.3848549900120095,0.9334486245301007,0.6109004714027194,1.4099917904514225,-6.6551375469899305,-38.90995285972806,40.999179045142256,205,469
alpha,player,8400,Christian Fassnacht,Switzerland,0.06872769288177956,0.21069576279625005,0.95,-0.3491019796206329,0.4807298820609065,0.62225,0.37775,0.9998560692297206,8987.842252953287,2625.349558210907,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.071144489162393,0.7053211982139966,1.6172543764767915,0.9662198850073334,0.7863408406602994,1.1907114549883708,-3.3780114992666643,-21.365915933970058,19.071145498837083,-3.3780114992666643,0.9335808661835845,0.6183319176903465,1.417793769040523,-6.641913381641551,-38.16680823096535,41.77937690405229,206,468
alpha,player,8328,Remo Freuler,Switzerland,0.06783170475475242,0.10296757246354699,0.95,-0.1337316021888068,0.26347618448121507,0.74075,0.25925,1.0008067678566266,8195.248278113679,2973.1655517877666,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0701851862439624,0.874824834166774,1.3014462999537604,0.9666528427538743,0.8765705456450833,1.0691519895198953,-3.334715724612569,-12.34294543549167,6.915198951989532,-3.334715724612569,0.9344177184041466,0.768375921492519,1.1430859766943504,-6.558228159585344,-23.162407850748103,14.308597669435041,207,467
alpha,player,13825,Garang Kuol,Australia,0.06354022060495604,0.2093752626852987,0.95,-0.3477450011842644,0.47336447632505724,0.62375,0.37625,1.001609802120329,8174.550599946496,2510.9497065875403,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0656023441104903,0.7062789535503893,1.6053864016930326,0.9687292573587954,0.7892420391765037,1.1899038441128102,-3.127074264120455,-21.07579608234963,18.990384411281024,-3.127074264120455,0.9384363740629234,0.6229029964034858,1.415871158234443,-6.156362593707665,-37.70970035965142,41.5871158234443,208,466
alpha,player,12529,Matias Vina,Uruguay,0.06306649393876584,0.1970834862567891,0.95,-0.3312846995106636,0.44130748874148995,0.61875,0.38125,1.0023568829475953,7076.440975127893,3046.9276749434403,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0650976594152677,0.7180007254842595,1.554738693494299,0.9689587409766146,0.8019943272694542,1.1801509449613306,-3.1041259023385392,-19.800567273054583,18.015094496133056,-3.1041259023385392,0.9388810417149861,0.6431949009723844,1.3927562528931214,-6.111895828501391,-35.68050990276156,39.275625289312146,209,465
alpha,player,1384,Hector Herrera,Mexico,0.06086921422154771,0.13872516691923364,0.95,-0.2222094038636868,0.324581585256415,0.67925,0.32075,1.0024360352922081,8099.410697362946,2474.05063226683,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0627599112152912,0.8007476671217163,1.383451668287748,0.9700238626562305,0.8501939384605478,1.1175119063847694,-2.997613734376947,-14.980606153945219,11.751190638476938,-2.997613734376947,0.9409462941225137,0.7228297329950577,1.2488328609117216,-5.905370587748626,-27.71702670049423,24.883286091172163,210,464
alpha,player,12183,Haji Wright,United States,0.06059178957792794,0.1748844968967928,0.95,-0.28107499718144363,0.4022354576448854,0.637,0.363,1.0011315071055313,9803.746083501008,3133.5600038116304,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0624651163192442,0.7549717126064415,1.4951633388716312,0.9701584262510292,0.817816145354373,1.150892235592605,-2.9841573748970784,-18.218385464562704,15.0892235592605,-2.9841573748970784,0.9412073720258737,0.668823247602285,1.3245529379473442,-5.879262797412633,-33.11767523977151,32.455293794734416,211,463
alpha,player,8037,Dusan Tadić,Serbia,0.060388444574460534,0.11157382749381707,0.95,-0.15642197617829592,0.2764581837554717,0.703,0.297,1.0012287822861405,6833.31351121792,2930.4883100509846,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0622490913110296,0.8551982409349476,1.318451818861365,0.9702570696998823,0.8708991529680424,1.0813507867392769,-2.9742930300117654,-12.910084703195757,8.135078673927687,-2.9742930300117654,0.9413987813026022,0.7584653346404537,1.1693195239816532,-5.860121869739777,-24.153466535954628,16.93195239816532,212,462
alpha,player,1267,Lucas Cavallini,Canada,0.05934072571502526,0.23062266448166377,0.95,-0.3991468764719773,0.5136855107135359,0.60525,0.39475,1.003155691172783,8307.576656535944,2972.507817697995,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0611367357243624,0.6708921558436871,1.6714399672091513,0.9707654811715397,0.7734898313359149,1.2208818655494145,-2.9234518828460287,-22.65101686640851,22.088186554941448,-2.9234518828460287,0.942385619434211,0.5982865191800619,1.4905525296274182,-5.761438056578905,-40.171348081993806,49.055252962741825,213,461
alpha,player,13904,Filip Mladenovic,Serbia,0.05918335567209396,0.18724964698267943,0.95,-0.3082100072756553,0.42771273163412515,0.62375,0.37625,1.0011206190332995,8842.655706780068,2804.4413576953443,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0609697577297172,0.7347609966501676,1.5337454211359973,0.9708418688795086,0.8074643561768217,1.1666133789959956,-2.915813112049137,-19.253564382317833,16.66133789959956,-2.915813112049137,0.942533934369457,0.6519986864960491,1.3609867760524548,-5.746606563054302,-34.80013135039509,36.09867760524548,214,460
alpha,player,1830,Kang-in Lee,South Korea,0.058907846350149666,0.13148138625249428,0.95,-0.19902794514044703,0.3052986046725998,0.67975,0.32025,1.0012911866470915,9688.1890744966,3240.9743028504095,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.060677490934124,0.819526991216056,1.3570301580586728,0.9709756160839526,0.8584307186763483,1.104633905206935,-2.9024383916047447,-14.156928132365165,10.463390520693494,-2.9024383916047447,0.9427936470296112,0.736903298767192,1.2202160645327238,-5.7206352970388785,-26.309670123280803,22.02160645327238,215,459
alpha,player,308,Harry Wilson,Wales,0.05818888725031938,0.14402331262104784,0.95,-0.2293325906598692,0.33575831917118937,0.66125,0.33875,1.0057466691620498,10390.476698112925,2687.9605909406287,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.059915181267604,0.7950640586466945,1.3990008722597673,0.9713247247063468,0.8454559937647096,1.1214991256248943,-2.8675275293653213,-15.454400623529041,12.14991256248943,-2.8675275293653213,0.9434717208258603,0.7147958373926727,1.2577602887774024,-5.652827917413972,-28.520416260732727,25.77602887774024,216,458
alpha,player,2059,Edouard Mendy,Senegal,0.057446676412104325,0.13215739058527215,0.95,-0.1996767020781239,0.30612254150982676,0.66975,0.33025,1.0016137950879198,8075.044260821283,3572.315301976196,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0591287926016744,0.8189954898211416,1.3581487259464888,0.9716852554687205,0.8580771451662467,1.1049922827835754,-2.8314744531279468,-14.192285483375333,10.499228278357542,-2.8314744531279468,0.9441722356953127,0.7362963870566559,1.221007945011257,-5.582776430468728,-26.37036129433441,22.100794501125698,217,457
alpha,player,3352,Jorge Sánchez,Mexico,0.057191893699384724,0.1463807924860183,0.95,-0.24248961339542913,0.3404615893697668,0.66125,0.33875,1.0016817558378524,7405.368475582899,3013.86053620564,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0588589792681218,0.7846718976131152,1.40559624913191,0.9718090476562294,0.8434701257085654,1.1289012411272845,-2.819095234377056,-15.652987429143462,12.89012411272845,-2.819095234377056,0.9444128251065077,0.711441852962823,1.2744180122187234,-5.558717489349229,-28.855814703717698,27.441801221872343,218,456
alpha,player,428,Ismaïla Sarr,Senegal,0.057161926581298185,0.12103752068575707,0.95,-0.18078102785355038,0.28845760041428065,0.6815,0.3185,0.9997776676983087,9862.658520079189,2975.1385498434706,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.058827248791491,0.8346180968039043,1.3343677716827527,0.9718236089235633,0.8656896554257708,1.0946016574435837,-2.8176391076436658,-13.43103445742292,9.460165744358374,-2.8176391076436658,0.944441126861219,0.7494185795111897,1.1981527884782404,-5.555887313878105,-25.058142048881027,19.815278847824036,219,455
alpha,player,13851,Michal Skoras,Poland,0.05611897929272635,0.2000190124581579,0.95,-0.32587850988788397,0.43933241388376915,0.6065,0.3935,0.9999608479842824,8777.179872432314,3037.5847536371957,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0577235234470226,0.7218928849519457,1.551670998651167,0.9723305214817941,0.802786717878662,1.1769651927003357,-2.766947851820589,-19.721328212133805,17.696519270033573,-2.766947851820589,0.9454266430050576,0.6444665144023944,1.3852470648281385,-5.457335699494237,-35.55334855976056,38.524706482813855,220,454
alpha,player,11841,Hidemasa Morita,Japan,0.055428700230544276,0.10330305668178577,0.95,-0.14619903257361255,0.2550730858718251,0.70775,0.29225,1.0007381934859938,7691.54385803132,2767.1988465682507,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0569936509820312,0.8639857247681919,1.2905559388321215,0.972666169101343,0.8802612479161007,1.075837594950262,-2.733383089865704,-11.973875208389927,7.58375949502621,-2.733383089865704,0.9460794765142823,0.774859864582811,1.1574265307083642,-5.392052348571774,-22.514013541718903,15.742653070836422,221,453
alpha,player,3343,Guillermo Ochoa,Mexico,0.05536844540592072,0.1282502907146305,0.95,-0.2001765563981213,0.30767955979842876,0.67325,0.32675,1.0024847766899319,6505.669224485407,2963.761630088181,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0569299639337082,0.81858621368524,1.3602650354902126,0.9726954734574912,0.8574093842249447,1.105268484880397,-2.730452654250881,-14.259061577505527,10.526848488039708,-2.730452654250881,0.9461364840846929,0.7351508521569988,1.2216184236698087,-5.386351591530714,-26.484914784300116,22.161842366980867,222,452
alpha,player,13874,Samuel Oum Gouet,Cameroon,0.055201786477865965,0.1471308971061626,0.95,-0.2393931018906683,0.33488222673195356,0.6565,0.3435,1.0009316050028503,8674.558361514437,2857.537920221758,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0567538317962943,0.7871054089249708,1.3977757549094805,0.9727765310271512,0.8458264236934232,1.127154765631079,-2.7223468972848774,-15.41735763065768,12.715476563107897,-2.7223468972848774,0.9462941793172182,0.7154223390180062,1.2704778656848525,-5.370582068278185,-28.45776609819938,27.047786568485254,223,451
alpha,player,252,Raúl Jiménez,Mexico,0.054950377179714835,0.18233214819578408,0.95,-0.30061814957649313,0.40635015251121587,0.61975,0.38025,0.9994623738804576,8819.194493148203,2887.426801191193,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0564881874512524,0.7403604257198033,1.5013281542556267,0.9728988212456764,0.8161353429969929,1.16219339189995,-2.7101178754323607,-18.386465700300715,16.219339189995008,-2.7101178754323607,0.9465321163812266,0.6660768980888191,1.3506934801759107,-5.3467883618773415,-33.39231019111809,35.069348017591075,224,450
alpha,player,1877,Guido Rodríguez,Argentina,0.05492883361169147,0.1579904292128313,0.95,-0.2682502707645131,0.3644096095321521,0.6455,0.3545,1.0000621563519534,9134.042343854613,2954.519326252498,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0564654271712899,0.7647163710008807,1.439663793414038,0.9729093011580877,0.8334306323697181,1.1435359074946922,-2.7090698841912286,-16.656936763028185,14.353590749469225,-2.7090698841912286,0.9465525082799185,0.6946066189721883,1.3076743717297092,-5.344749172008145,-30.539338102781166,30.767437172970922,225,449
alpha,player,5178,Osman Bukari,Ghana,0.054905353389052634,0.19162268101099275,0.95,-0.3249419108186351,0.42271228227428626,0.61575,0.38425,1.0013160983876683,7631.542766475769,2766.2994811699405,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0564406214190731,0.7225693258836138,1.5260951481689293,0.9729207232886353,0.8094857243726303,1.1764141494850362,-2.7079276711364675,-19.05142756273697,17.64141494850362,-2.7079276711364675,0.9465747338044814,0.655267137963082,1.3839502511086013,-5.342526619551857,-34.4732862036918,38.395025110860125,226,448
alpha,player,13817,Jamie Maclaren,Australia,0.05465512227416538,0.20861669509367411,0.95,-0.3597340569913823,0.45688949128406187,0.6,0.4,1.0003337334011146,8396.932128511897,2623.9761362305217,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.056176300176642,0.6978618928862326,1.5791543642855648,0.9730424584225988,0.7957702657648719,1.197058177911834,-2.6957541577401156,-20.422973423512815,19.70581779118341,-2.6957541577401156,0.946811625893095,0.6332503158754947,1.4329482813056003,-5.318837410690502,-36.674968412450525,43.29482813056003,227,447
alpha,player,395,Pierre-Emile Höjbjerg,Denmark,0.05349951246182132,0.0894500845994844,0.95,-0.12550699655745332,0.23104948327573316,0.721,0.279,0.9999140348908444,7808.081714877686,3381.051632696985,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0549564774359064,0.8820495930947891,1.2599215829538297,0.9736048495895303,0.8908985296755976,1.0647643406367395,-2.639515041046969,-10.910147032440243,6.476434063673953,-2.639515041046969,0.9479064031442518,0.7937001901781416,1.1337231010915907,-5.209359685574821,-20.629980982185835,13.37231010915907,228,446
alpha,player,6038,Nuno Mendes,Portugal,0.05282524514386405,0.16675124878606915,0.95,-0.2823175405344151,0.37589403152905354,0.63475,0.36525,0.9997823646063375,9280.879808884027,3115.0578799883215,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0542453945182302,0.7540342100876409,1.4562928044724703,0.9739331398906175,0.828658611912563,1.1516074744970972,-2.606686010938253,-17.134138808743703,15.16074744970972,-2.606686010938253,0.9485457609771971,0.6866750950968555,1.3261997753175823,-5.145423902280289,-31.332490490314445,32.619977531758224,229,445
alpha,player,8000,Joao Mario,Portugal,0.05262137246363971,0.15467815462915235,0.95,-0.25022952894380784,0.36203026627511486,0.63325,0.36675,1.003972081521545,7857.342408261521,3185.429196561698,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0540304845919113,0.7786220462636498,1.4362424110104688,0.9740324241306619,0.834422731166271,1.1332785057132002,-2.5967575869338066,-16.557726883372904,13.32785057132002,-2.5967575869338066,0.9487391632578538,0.6962612942869788,1.284320171511544,-5.126083674214621,-30.37387057130212,28.432017151154398,230,444
alpha,player,1676,Eder Militao,Brazil,0.052205602046682016,0.0857693190129374,0.95,-0.12105743971364108,0.2163376567045507,0.7325,0.2675,1.0030262117333544,7041.632441630755,3096.6087552573854,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.0535923409877326,0.8859830675175874,1.2415215162982522,0.9742349321126953,0.897476064234198,1.0623981090537586,-2.5765067887304705,-10.252393576580198,6.239810905375864,-2.5765067887304705,0.9491337029486279,0.8054632858733064,1.128689742121002,-5.086629705137213,-19.453671412669358,12.868974212100204,231,443
alpha,player,802,Jesús Ferreira,United States,0.0521611811519564,0.18322482262761006,0.95,-0.3141732055899286,0.4114565929040251,0.616,0.384,1.0033722530514986,8849.279152038629,3207.236776543433,alpha_1|player_id_sigma,0.2238064787730614,0.010269322064901915,0.20445686044223468,0.24414234882650174,1.0011205461412593,1457.2457413859695,2256.1813268167707,1.053545540512737,0.7303925091374157,1.5090142044623887,0.9742565705466727,0.8140542276596627,1.1700969431788093,-2.5743429453327304,-18.59457723403373,17.00969431788093,-2.5743429453327304,0.9491758652533638,0.6626842855705699,1.3691268564363939,-5.082413474663616,-33.73157144294301,36.912685643639385,232,442
